word,lemma,headword,part_of_speech,word_family_id,canonical_headword,family_role,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,semantic_notes,related_words,opposites,common_collocations,raw_count_total,document_frequency_total,source_diversity,source_tables,form_counts,core_score,confidence,needs_human_review,review_reason
temporally-synchronized,temporally-synchroniz,temporally-synchronized,,temporally-synchroniz,temporally-synchroniz,compound,temporally-synchronized,,temporally-synchronized,titan_order_machinery,,something that is synchronized or coordinated in time,,chronosmith;ironormu,,,1,1,1,ItemSparse,temporally-synchronized:1,27.6931,0.8,False,
three-part,three-part,three-part,,three-part,three-part,compound,three-part,,three-part,titan_order_machinery,,relating to something that is divided into three parts,,part;division;three,,,1,1,1,ItemSparse,three-part:1,27.6931,0.8,False,
titan-keeper,titan-keeper,titan-keeper,,titan-keeper,titan-keeper,compound,titan-keeper,,titan-keeper,titan_order_machinery,,a person who takes care of a titan,,watcher;keeper,,,1,1,1,JournalEncounter,titan-keeper:1,27.6931,0.8,False,
order,order,order,,order,order,base,order,,,titan_order_machinery,,a system of rules and regulations,,command;direction,,,225,208,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,order:225,15.4205,0.8,False,
core,core,core,,core,core,base,core,,,titan_order_machinery,,the central or most important part of something,,center;middle,,,155,146,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,core:155,15.0499,0.9,False,
helm,helm,helm,,helm,helm,base,helm,,,titan_order_machinery,,a device or structure that controls something,,device;structure;mechanism,,,102,102,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,helm:102,14.6347,0.8,False,
prototype,prototype,prototype,,prototype,prototype,base,prototype,,,titan_order_machinery,,a model or example of something that is being developed or tested,,model;specimen,,,69,54,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,prototype:69,14.2485,0.7,True,low_confidence
craft,craft,craft,,craft,craft,base,craft,,,trade_crafting,,to create or make something by hand,,forge;skilled,,,2769,2769,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,craft:2769,45.9266,0.4,True,low_confidence
supplies,supply,supplies,,supply,supply,inflected_form,supplies,,,trade_crafting,,materials or resources needed for a task or activity,,resources;equipment,,,141,141,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,supplies:141,44.9558,0.3,True,low_confidence
crafted,craft,crafted,,craft,craft,inflected_form,crafted,,,trade_crafting,,"made or created with skill and care, often using special techniques or materials",,made;created;skilled,unskilled; careless,,372,370,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter,crafted:372,43.9216,0.8,False,
ore,ore,ore,,ore,ore,base,ore,,,trade_crafting,,a mineral or rock containing valuable substances,,mineral;rock;substance,waste;garbage,,160,154,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,ore:160,43.0814,0.5,True,low_confidence
vessel,vessel,vessel,,vessel,vessel,base,vessel,,,trade_crafting,,a container or vehicle used for carrying or transporting things,,container;vehicle;means of transport,empty;unoccupied,,78,78,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,vessel:78,42.3694,0.1,True,low_confidence
coin,coin,coin,,coin,coin,base,coin,,,trade_crafting,,"a small, flat piece of metal used as money or currency",,money;currency;payment,debt;owe,,70,65,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,coin:70,42.2627,0.1,True,low_confidence
bargain,bargain,bargain,,bargain,bargain,base,bargain,,,trade_crafting,,a deal or agreement between two or more parties,,deal;agreement;contract,,,24,24,3,BroadcastText;JournalEncounter;JournalEncounterSection,bargain:24,39.2189,1.0,False,
cloth,cloth,cloth,,cloth,cloth,base,cloth,,,trade_crafting,,"a material made from fibers, especially one used for clothing or textiles",,fabric;textile;material,,,138,137,2,BroadcastText;ItemSparse,cloth:138,38.9345,1.0,False,
leather,leather,leather,,leather,leather,base,leather,,,trade_crafting,,"a tough, flexible material made from animal skin",,material;skin;hide,,,235,233,1,ItemSparse,leather:235,37.4638,1.0,False,
shipment,shipment,shipment,,shipment,shipment,base,shipment,,,trade_crafting,,a consignment of goods sent for delivery or sale,,goods;delivery;sale,,,24,24,2,ItemSparse;JournalEncounterSection,shipment:24,37.2189,1.0,False,
merchant,merchant,merchant,,merchant,merchant,base,merchant,,,trade_crafting,,"a person who buys and sells goods, often in a market or store",,buy;sell;market,farmer;artisan,,25,25,1,ItemSparse,merchant:25,35.2581,0.8,False,
trader,trader,trader,,trader,trader,base,trader,,,trade_crafting,,"a person who buys and sells goods, often in a market or exchange",,merchant;seller;buyer,producer;manufacturer,,4,4,1,ItemSparse,trader:4,33.6094,0.8,False,
wares,ware,wares,,ware,ware,inflected_form,wares,,,trade_crafting,,goods or products for sale,,merchandise;commodities;products,waste;discard;unwanted,,2,2,1,ItemSparse,wares:2,33.0986,0.9,False,
day-to-day,day-to-day,day-to-day,,day-to-day,day-to-day,compound,day-to-day,,day-to-day,trade_crafting,,concerned with or related to everyday activities or tasks,,day;task;activity,,,3,3,2,ItemSparse;JournalEncounter,day-to-day:3,30.3863,0.9,False,
in-game,in-game,in-game,,in-game,in-game,compound,in-game,,in-game,trade_crafting,,"within or related to a game, especially a video game",,game;video;inside,,,3,3,2,ItemNameDescription;ItemSparse,in-game:3,30.3863,0.8,False,
commonly-issued,commonly-issue,commonly-issued,,commonly-issue,commonly-issue,compound,commonly-issued,,commonly-issued,trade_crafting,,widely distributed or available to the public,,public;general;universal,rare;scarce;exclusive,,8,8,1,ItemSparse,commonly-issued:8,29.1972,0.8,False,
high-quality,high-quality,high-quality,,high-quality,high-quality,compound,high-quality,,high-quality,trade_crafting,,of high standard or excellence,,quality;excellent;superior,low-quality;inferior,,7,7,1,ItemSparse,high-quality:7,29.0794,0.9,False,
two-pack,two-pack,two-pack,,two-pack,two-pack,compound,two-pack,,two-pack,trade_crafting,,a package or container that holds two items,,pack;container;item,single;one,,7,7,1,ItemSparse,two-pack:7,29.0794,0.8,False,
higher-quality,higher-quality,higher-quality,,higher-quality,higher-quality,compound,higher-quality,,higher-quality,trade_crafting,,of higher standard or excellence than usual,,quality;excellent;superior,lower-quality;inferior,,6,6,1,ItemSparse,higher-quality:6,28.9459,0.9,False,
cartel-approved,cartel-approv,cartel-approved,,cartel-approv,cartel-approv,compound,cartel-approved,,cartel-approved,trade_crafting,,something that has been approved or sanctioned by a cartel,,approved;sanctioned;cartel,disapproved;rejected,,5,5,1,ItemSparse,cartel-approved:5,28.7918,0.8,False,
mid-quality,mid-quality,mid-quality,,mid-quality,mid-quality,compound,mid-quality,,mid-quality,trade_crafting,,of average or moderate quality,,quality;average,,,4,4,1,ItemSparse,mid-quality:4,28.6094,0.9,False,
pay-line,pay-line,pay-line,,pay-line,pay-line,compound,pay-line,,pay-line,trade_crafting,,a line or amount to be paid,,,,,4,4,1,JournalEncounterSection,pay-line:4,28.6094,0.6,True,low_confidence
tune-up,tune-up,tune-up,,tune-up,tune-up,compound,tune-up,,tune-up,trade_crafting,,a maintenance or repair operation for a machine,,,,,4,4,1,JournalEncounterSection,tune-up:4,28.6094,0.6,True,low_confidence
deep-fried,deep-fry,deep-fried,,deep-fry,deep-fry,compound,deep-fried,,deep-fried,trade_crafting,,cooked or prepared in a deep fryer,,,,,3,3,1,ItemSparse,deep-fried:3,28.3863,0.7,True,low_confidence
drogbar-style,drogbar-style,drogbar-style,,drogbar-style,drogbar-style,compound,drogbar-style,,drogbar-style,trade_crafting,,a style or method of cooking or preparation,,,,,3,3,1,ItemSparse,drogbar-style:3,28.3863,0.6,True,low_confidence
extra-large,extra-large,extra-large,,extra-large,extra-large,compound,extra-large,,extra-large,trade_crafting,,larger than usual or expected,,,,,3,3,1,ItemSparse,extra-large:3,28.3863,0.7,True,low_confidence
short-term,short-term,short-term,,short-term,short-term,compound,short-term,,short-term,trade_crafting,,"lasting or occurring for a short period of time, often in a business or economic context",,contract;agreement;deal,long-term;permanent,,3,3,1,ItemSparse,short-term:3,28.3863,0.8,False,
well-suited,well-suit,well-suited,,well-suit,well-suit,compound,well-suited,,well-suited,trade_crafting,,suitable or appropriate for a particular purpose or situation,,apt;fit;proper,unsuitable;inappropriate;unfit,,3,3,1,ItemSparse,well-suited:3,28.3863,0.7,True,low_confidence
alcohol-free,alcohol-free,alcohol-free,,alcohol-free,alcohol-free,compound,alcohol-free,,alcohol-free,trade_crafting,,containing no alcohol,,non-alcoholic;dry;sober,alcoholic;intoxicating;drunken,,2,2,1,ItemSparse,alcohol-free:2,28.0986,0.9,False,
auto-building,auto-build,auto-building,,auto-build,auto-build,compound,auto-building,,auto-building,trade_crafting,,automatically constructing or assembling something,,automatic;self-constructing; self-assembling,manual;hand-built; labor-intensive,,2,2,1,ItemSparse,auto-building:2,28.0986,0.9,False,
beer-basted,beer-bast,beer-basted,,beer-bast,beer-bast,compound,beer-basted,,beer-basted,trade_crafting,,"cooked or prepared with beer, often in a culinary context",,beer;culinary;cooking,non-beer;non-culinary; non-cooking,,2,2,1,ItemSparse,beer-basted:2,28.0986,0.9,False,
field-issue,field-issue,field-issue,,field-issue,field-issue,compound,field-issue,,field-issue,trade_crafting,,something that is standard or issued for use in a particular field or context,,standard;issue;use,custom;specialized;unique,,2,2,1,ItemSparse,field-issue:2,28.0986,0.8,False,
fresh-caught,fresh-caught,fresh-caught,,fresh-caught,fresh-caught,compound,fresh-caught,,fresh-caught,trade_crafting,,recently caught or obtained,,caught;obtained,stale;old,,2,2,1,ItemSparse,fresh-caught:2,28.0986,0.9,False,
full-bodied,full-body,full-bodied,,full-body,full-body,compound,full-bodied,,full-bodied,trade_crafting,,"having a rich or full flavor, especially in the context of beverages",,bodied;flavored,weak-flavored;watery,,2,2,1,JournalEncounter,full-bodied:2,28.0986,0.9,False,
hand-drawn,hand-drawn,hand-drawn,,hand-drawn,hand-drawn,compound,hand-drawn,,hand-drawn,trade_crafting,,"created or made by hand, especially in the context of art or craftsmanship",,drawn;crafted,machine-made;mass-produced,,2,2,1,ItemSparse,hand-drawn:2,28.0986,0.8,False,
high-value,high-value,high-value,,high-value,high-value,compound,high-value,,high-value,trade_crafting,,of great importance or worth,,,,,2,2,1,ItemSparse,high-value:2,28.0986,0.8,False,
knick-knacks,knick-knack,knick-knacks,,knick-knack,knick-knack,compound,knick-knacks,,knick-knacks,trade_crafting,,"small, unnecessary items or trinkets",,,,,2,2,1,ItemSparse,knick-knacks:2,28.0986,0.8,False,
nicely-shaped,nicely-shap,nicely-shaped,,nicely-shap,nicely-shap,compound,nicely-shaped,,nicely-shaped,trade_crafting,,"having a pleasing or attractive shape, often used to describe objects or items",,shape;form;attractive,,,2,2,1,ItemSparse,nicely-shaped:2,28.0986,0.7,True,low_confidence
ninety-nine,ninety-nine,ninety-nine,,ninety-nine,ninety-nine,compound,ninety-nine,,ninety-nine,trade_crafting,,"the number ninety-nine, often used to describe quantities or amounts",,number;quantity;amount,,,2,2,1,BroadcastText,ninety-nine:2,28.0986,0.6,True,low_confidence
non-alcoholic,non-alcoholic,non-alcoholic,,non-alcoholic,non-alcoholic,compound,non-alcoholic,,non-alcoholic,trade_crafting,,"not containing or producing alcohol, often used to describe drinks or beverages",,alcohol;drink;beverage,,,2,2,1,ItemSparse,non-alcoholic:2,28.0986,0.9,False,
plain-looking,plain-look,plain-looking,,plain-look,plain-look,compound,plain-looking,,plain-looking,trade_crafting,,"having a simple or unattractive shape, often used to describe objects or items",,shape;form;unattractive,,,2,2,1,ItemSparse,plain-looking:2,28.0986,0.7,True,low_confidence
re-use,re-use,re-use,,re-use,re-use,compound,re-use,,re-use,trade_crafting,,to use again,,use;utilize;employ,discard;abandon;waste,,2,2,1,ItemSparse,re-use:2,28.0986,0.7,True,low_confidence
slow-cooked,slow-cook,slow-cooked,,slow-cook,slow-cook,compound,slow-cooked,,slow-cooked,trade_crafting,,cooked slowly over time,,cook;prepare;consume,quickly cooked;rapidly prepared;hastily consumed,,2,2,1,ItemSparse,slow-cooked:2,28.0986,0.7,True,low_confidence
slow-roasted,slow-roast,slow-roasted,,slow-roast,slow-roast,compound,slow-roasted,,slow-roasted,trade_crafting,,roasted slowly over time,,roast;cook;prepare,quickly roasted;rapidly prepared;hastily consumed,,2,2,1,ItemSparse,slow-roasted:2,28.0986,0.7,True,low_confidence
twice-baked,twice-bak,twice-baked,,twice-bak,twice-bak,compound,twice-baked,,twice-baked,trade_crafting,,"baked or cooked twice, for extra flavor or texture",,potato;dish;recipe,single-baked;raw,,2,2,1,ItemSparse,twice-baked:2,28.0986,0.8,False,
up-and-coming,up-and-com,up-and-coming,,up-and-com,up-and-com,compound,up-and-coming,,up-and-coming,trade_crafting,,rising or becoming more popular,,vacation;hot spot;thrill-seeking,downward;declining,,2,2,1,ItemSparse,up-and-coming:2,28.0986,0.7,True,low_confidence
well-aged,well-ag,well-aged,,well-ag,well-ag,compound,well-aged,,well-aged,trade_crafting,,aged or matured to perfection,,cheese;eggs;fabric,immature;raw,,2,2,1,ItemSparse,well-aged:2,28.0986,0.7,True,low_confidence
well-used,well-us,well-used,,well-us,well-us,compound,well-used,,well-used,trade_crafting,,"completely used or utilized, with no waste",,tent;maker's mark;familiar,unused;wasted,,2,2,1,ItemSparse,well-used:2,28.0986,0.7,True,low_confidence
all-natural,all-natural,all-natural,,all-natural,all-natural,compound,all-natural,,all-natural,trade_crafting,,"natural, not artificial",,natural;artificial;product,,,1,1,1,ItemSparse,all-natural:1,27.6931,0.8,False,
all-purpose,all-purpose,all-purpose,,all-purpose,all-purpose,compound,all-purpose,,all-purpose,trade_crafting,,"useful for many purposes, versatile",,purpose;versatile;useful,,,1,1,1,ItemSparse,all-purpose:1,27.6931,0.9,False,
anchor-shaped,anchor-shap,anchor-shaped,,anchor-shap,anchor-shap,compound,anchor-shaped,,anchor-shaped,trade_crafting,,"shaped like an anchor, nautical",,anchor;nautical;shaped,,,1,1,1,ItemSparse,anchor-shaped:1,27.6931,0.8,False,
anti-pest,anti-pest,anti-pest,,anti-pest,anti-pest,compound,anti-pest,,anti-pest,trade_crafting,,relating to the removal or prevention of pests,,,,,1,1,1,ItemSparse,anti-pest:1,27.6931,0.8,False,
appropriately-challenging,appropriately-challeng,appropriately-challenging,,appropriately-challeng,appropriately-challeng,compound,appropriately-challenging,,appropriately-challenging,trade_crafting,,relating to challenges or difficulties that are suitable or fitting for a particular situation,,,,,1,1,1,ItemSparse,appropriately-challenging:1,27.6931,0.8,False,
banana-infused,banana-infus,banana-infused,,banana-infus,banana-infus,compound,banana-infused,,banana-infused,trade_crafting,,infused with banana flavor or essence,,banana;rum,,,1,1,1,ItemSparse,banana-infused:1,27.6931,0.8,False,
bird-fishing,bird-fish,bird-fishing,,bird-fish,bird-fish,compound,bird-fishing,,bird-fishing,trade_crafting,,fishing for birds or using bird-like methods to catch fish,,,,,1,1,1,ItemSparse,bird-fishing:1,27.6931,0.5,True,low_confidence
blood-free,blood-free,blood-free,,blood-free,blood-free,compound,blood-free,,blood-free,trade_crafting,,free from or unaffected by blood,,,,,1,1,1,ItemSparse,blood-free:1,27.6931,0.5,True,low_confidence
bold-print,bold-print,bold-print,,bold-print,bold-print,compound,bold-print,,bold-print,trade_crafting,,having a bold or large font size,,,,,1,1,1,ItemSparse,bold-print:1,27.6931,0.5,True,low_confidence
boot-a-rang,boot-a-rang,boot-a-rang,,boot-a-rang,boot-a-rang,compound,boot-a-rang,,boot-a-rang,trade_crafting,,"a type of footwear or boot, possibly related to a specific material or style",,,,,1,1,1,ItemSparse,boot-a-rang:1,27.6931,0.5,True,low_confidence
chill-filtering,chill-filter,chill-filtering,,chill-filter,chill-filter,compound,chill-filtering,,chill-filtering,trade_crafting,,a process of removing impurities or imperfections from something,,filter;purify,contamination;taint,,1,1,1,ItemSparse,chill-filtering:1,27.6931,0.9,False,
chock-full,chock-full,chock-full,,chock-full,chock-full,compound,chock-full,,chock-full,trade_crafting,,something that is completely filled or packed with something else,,full;packed,empty;bare,,1,1,1,ItemSparse,chock-full:1,27.6931,0.8,False,
clean-up,clean-up,clean-up,,clean-up,clean-up,compound,clean-up,,clean-up,trade_crafting,,removing dirt or debris,,scum;grime;filth,dirty;unclean,,1,1,1,BroadcastText,clean-up:1,27.6931,0.9,False,
cross-referencing,cross-referenc,cross-referencing,,cross-referenc,cross-referenc,compound,cross-referencing,,cross-referencing,trade_crafting,,comparing or relating different sources of information,,research;investigation;analysis,superficial;uninformed,,1,1,1,BroadcastText,cross-referencing:1,27.6931,0.9,False,
crowd-sweeping,crowd-sweep,crowd-sweeping,,crowd-sweep,crowd-sweep,compound,crowd-sweeping,,crowd-sweeping,trade_crafting,,"sweeping away a crowd, often in a humorous or exaggerated way",,crowd;sweep,,,1,1,1,ItemSparse,crowd-sweeping:1,27.6931,0.7,True,low_confidence
ctrl-e,ctrl-e,ctrl-e,,ctrl-e,ctrl-e,compound,ctrl-e,,ctrl-e,trade_crafting,,"a keyboard shortcut used to perform a specific action, often in a game or other interactive environment",,ctrl;e,,,1,1,1,BroadcastText,ctrl-e:1,27.6931,0.6,True,low_confidence
do-it-yourself,do-it-yourself,do-it-yourself,,do-it-yourself,do-it-yourself,compound,do-it-yourself,,do-it-yourself,trade_crafting,,a project or activity that can be done by oneself,,project;activity;craft,,,1,1,1,ItemSparse,do-it-yourself:1,27.6931,0.5,True,low_confidence
domestic-grown,domestic-grown,domestic-grown,,domestic-grown,domestic-grown,compound,domestic-grown,,domestic-grown,trade_crafting,,grown or produced in one's own home or country,,home;country;produce,,,1,1,1,ItemSparse,domestic-grown:1,27.6931,0.1,True,low_confidence
dry-rubbed,dry-rubb,dry-rubbed,,dry-rubb,dry-rubb,compound,dry-rubbed,,dry-rubbed,trade_crafting,,treated or seasoned with a dry rub of spices or herbs,,rub;seasoning;spices,wet;moist,,1,1,1,ItemSparse,dry-rubbed:1,27.6931,0.3,True,low_confidence
duck-stuffed,duck-stuff,duck-stuffed,,duck-stuff,duck-stuff,compound,duck-stuffed,,duck-stuffed,trade_crafting,,filled or stuffed with duck meat or other ingredients,,stuffed;filled;meat,empty;unfilled,,1,1,1,ItemSparse,duck-stuffed:1,27.6931,0.1,True,low_confidence
everything-on-a-stick,everything-on-a-stick,everything-on-a-stick,,everything-on-a-stick,everything-on-a-stick,compound,everything-on-a-stick,,everything-on-a-stick,trade_crafting,,a term referring to a convenient or portable way of carrying or displaying items,,convenient;portable;items,,,1,1,1,ItemSparse,everything-on-a-stick:1,27.6931,1.0,False,
expertly-sewn,expertly-sewn,expertly-sewn,,expertly-sewn,expertly-sewn,compound,expertly-sewn,,expertly-sewn,trade_crafting,,having been sewn or stitched with great skill and attention to detail,,sew;stitch;detail,,,1,1,1,ItemSparse,expertly-sewn:1,27.6931,1.0,False,
extra-comfortable,extra-comfortable,extra-comfortable,,extra-comfortable,extra-comfortable,compound,extra-comfortable,,extra-comfortable,trade_crafting,,providing or offering a high level of comfort and relaxation,,comfort;relaxation;high,,,1,1,1,ItemSparse,extra-comfortable:1,27.6931,1.0,False,
extra-meaty,extra-meaty,extra-meaty,,extra-meaty,extra-meaty,compound,extra-meaty,,extra-meaty,trade_crafting,,having a high amount of meat or protein content,,meat;protein;high,,,1,1,1,ItemSparse,extra-meaty:1,27.6931,1.0,False,
faire-goer,faire-goer,faire-goer,,faire-goer,faire-goer,compound,faire-goer,,faire-goer,trade_crafting,,a person who attends a fair or market,,customer;patron;buyer,seller;vendor;merchant,,1,1,1,ItemSparse,faire-goer:1,27.6931,0.9,False,
fast-roasting,fast-roast,fast-roasting,,fast-roast,fast-roast,compound,fast-roasting,,fast-roasting,trade_crafting,,cooking or roasting quickly,,quick;rapid;swift,slow;sluggish;languid,,1,1,1,ItemSparse,fast-roasting:1,27.6931,0.7,True,low_confidence
fine-print,fine-print,fine-print,,fine-print,fine-print,compound,fine-print,,fine-print,trade_crafting,,"small or fine print, specifically in relation to text or writing",,print;text;writing,large;bold;clear,,1,1,1,ItemSparse,fine-print:1,27.6931,0.9,False,
finest-smelling,finest-smell,finest-smelling,,finest-smell,finest-smell,compound,finest-smelling,,finest-smelling,trade_crafting,,having the finest or most pleasant smell,,smell;scent;fragrance,worst-smelling;most foul;most odious,,1,1,1,ItemSparse,finest-smelling:1,27.6931,0.8,False,
fire-roasted,fire-roast,fire-roasted,,fire-roast,fire-roast,compound,fire-roasted,,fire-roasted,trade_crafting,,cooked or roasted using fire,,,,,1,1,1,ItemSparse,fire-roasted:1,27.6931,0.9,False,
fish-derived,fish-deriv,fish-derived,,fish-deriv,fish-deriv,compound,fish-derived,,fish-derived,trade_crafting,,derived from or related to fish,,,,,1,1,1,ItemSparse,fish-derived:1,27.6931,0.8,False,
flame-baked,flame-bak,flame-baked,,flame-bak,flame-bak,compound,flame-baked,,flame-baked,trade_crafting,,baked or cooked using flame,,,,,1,1,1,ItemSparse,flame-baked:1,27.6931,0.9,False,
fold-out,fold-out,fold-out,,fold-out,fold-out,compound,fold-out,,fold-out,trade_crafting,,a type of paper or document that can be folded out,,,,,1,1,1,ItemSparse,fold-out:1,27.6931,0.8,False,
food-safe,food-safe,food-safe,,food-safe,food-safe,compound,food-safe,,food-safe,trade_crafting,,safe for consumption or eating,,,,,1,1,1,ItemSparse,food-safe:1,27.6931,0.9,False,
foot-long,foot-long,foot-long,,foot-long,foot-long,compound,foot-long,,foot-long,trade_crafting,,one foot in length,,,,,1,1,1,ItemSparse,foot-long:1,27.6931,0.9,False,
fruit-infused,fruit-infus,fruit-infused,,fruit-infus,fruit-infus,compound,fruit-infused,,fruit-infused,trade_crafting,,containing or flavored with fruit,,fruit;flavored,,,1,1,1,ItemSparse,fruit-infused:1,27.6931,0.6,True,low_confidence
fun-size,fun-size,fun-size,,fun-size,fun-size,compound,fun-size,,fun-size,trade_crafting,,small or miniature in size,,size;small,,,1,1,1,ItemSparse,fun-size:1,27.6931,0.8,False,
grade-e,grade-e,grade-e,,grade-e,grade-e,compound,grade-e,,grade-e,trade_crafting,,Grade E quality,,grade;e,,,1,1,1,ItemSparse,grade-e:1,27.6931,0.9,False,
grease-coated,grease-coate,grease-coated,,grease-coate,grease-coate,compound,grease-coated,,grease-coated,trade_crafting,,covered in grease,,oily;slippery;lubricant,dry;dusty;powdered,,1,1,1,ItemSparse,grease-coated:1,27.6931,0.8,False,
ground-up,ground-up,ground-up,,ground-up,ground-up,compound,ground-up,,ground-up,trade_crafting,,crushed or pulverized into a fine powder,,powdered;milled;grinded,whole;intact;unbroken,,1,1,1,ItemSparse,ground-up:1,27.6931,0.9,False,
half-beaten,half-beaten,half-beaten,,half-beaten,half-beaten,compound,half-beaten,,half-beaten,trade_crafting,,partially worn or damaged,,worn;tattered;frayed,new;unused;pristine,,1,1,1,ItemSparse,half-beaten:1,27.6931,0.8,False,
half-eaten,half-eaten,half-eaten,,half-eaten,half-eaten,compound,half-eaten,,half-eaten,trade_crafting,,partially consumed or devoured,,eaten;consumed;devoured,full;whole;intact,,1,1,1,ItemSparse,half-eaten:1,27.6931,0.9,False,
half-filled,half-fill,half-filled,,half-fill,half-fill,compound,half-filled,,half-filled,trade_crafting,,partially filled or completed,,filled;completed;finished,empty;unfilled;incomplete,,1,1,1,ItemSparse,half-filled:1,27.6931,0.8,False,
half-full,half-full,half-full,,half-full,half-full,compound,half-full,,half-full,trade_crafting,,partially filled or completed,,filled;completed;finished,empty;unfilled;incomplete,,1,1,1,ItemSparse,half-full:1,27.6931,0.9,False,
half-price,half-price,half-price,,half-price,half-price,compound,half-price,,half-price,trade_crafting,,at a reduced or discounted price,,discounted;reduced;cheaper,full-price;regular;normal,,1,1,1,ItemSparse,half-price:1,27.6931,0.9,False,
hand--it,hand--it,hand--it,,hand--it,hand--it,compound,hand--it,,hand--it,trade_crafting,,a type of tool or instrument used for crafting or making things by hand,,tool;instrument;crafting,machine;automated;industrial,,1,1,1,ItemSparse,hand--it:1,27.6931,0.8,False,
hand-braided,hand-braid,hand-braided,,hand-braid,hand-braid,compound,hand-braided,,hand-braided,trade_crafting,,"made or crafted by hand, using braiding techniques",,braided;crafted;made,machine-made;mass-produced;industrial,,1,1,1,ItemSparse,hand-braided:1,27.6931,0.9,False,
hand-carved,hand-carv,hand-carved,,hand-carv,hand-carv,compound,hand-carved,,hand-carved,trade_crafting,,"made or crafted by hand, using carving techniques",,carved;crafted;made,machine-made;mass-produced;industrial,,1,1,1,ItemSparse,hand-carved:1,27.6931,0.8,False,
hand-crafted,hand-craft,hand-crafted,,hand-craft,hand-craft,compound,hand-crafted,,hand-crafted,trade_crafting,,"made or crafted by hand, using various techniques and skills",,crafted;made;skilled,machine-made;mass-produced;industrial,,1,1,1,ItemSparse,hand-crafted:1,27.6931,0.9,False,
high-traffic,high-traffic,high-traffic,,high-traffic,high-traffic,compound,high-traffic,,high-traffic,trade_crafting,,a place with a lot of people and activity,,,,,1,1,1,ItemSparse,high-traffic:1,27.6931,0.3,True,low_confidence
highly-prized,highly-priz,highly-prized,,highly-priz,highly-priz,compound,highly-prized,,highly-prized,trade_crafting,,"very valuable, highly sought after",,,,,1,1,1,ItemSparse,highly-prized:1,27.6931,0.2,True,low_confidence
highly-valued,highly-value,highly-valued,,highly-value,highly-value,compound,highly-valued,,highly-valued,trade_crafting,,"very valuable, highly respected",,,,,1,1,1,ItemSparse,highly-valued:1,27.6931,0.1,True,low_confidence
honey-drop,honey-drop,honey-drop,,honey-drop,honey-drop,compound,honey-drop,,honey-drop,trade_crafting,,"a small amount of honey, a sweet drop",,,,,1,1,1,ItemSparse,honey-drop:1,27.6931,0.3,True,low_confidence
honey-extracting,honey-extract,honey-extracting,,honey-extract,honey-extract,compound,honey-extracting,,honey-extracting,trade_crafting,,the process of getting honey from bees,,,,,1,1,1,JournalEncounter,honey-extracting:1,27.6931,0.2,True,low_confidence
honey-glazed,honey-glaz,honey-glazed,,honey-glaz,honey-glaz,compound,honey-glazed,,honey-glazed,trade_crafting,,"covered in a sweet, sticky glaze made from honey",,,,,1,1,1,ItemSparse,honey-glazed:1,27.6931,0.1,True,low_confidence
how-to,how-to,how-to,,how-to,how-to,compound,how-to,,how-to,trade_crafting,,guide to making something,,craft;make;create,,,1,1,1,ItemSparse,how-to:1,27.6931,1.0,False,
jam-packed,jam-pack,jam-packed,,jam-pack,jam-pack,compound,jam-packed,,jam-packed,trade_crafting,,"packed tightly or densely, like jam in a jar",,,,,1,1,1,ItemSparse,jam-packed:1,27.6931,1.0,False,
jibby-jobbler,jibby-jobbler,jibby-jobbler,,jibby-jobbler,jibby-jobbler,compound,jibby-jobbler,,jibby-jobbler,trade_crafting,,"a person or thing that does a specific job, likely referring to a profession or occupation",,,,,1,1,1,ItemSparse,jibby-jobbler:1,27.6931,1.0,False,
jumbo-sized,jumbo-siz,jumbo-sized,,jumbo-siz,jumbo-siz,compound,jumbo-sized,,jumbo-sized,trade_crafting,,"large or oversized, like a jumbo-sized item",,,,,1,1,1,ItemSparse,jumbo-sized:1,27.6931,1.0,False,
jump-start,jump-start,jump-start,,jump-start,jump-start,compound,jump-start,,jump-start,trade_crafting,,"to start or begin something, often with a sudden or energetic motion",,,,,1,1,1,ItemSparse,jump-start:1,27.6931,1.0,False,
just-in-time,just-in-time,just-in-time,,just-in-time,just-in-time,compound,just-in-time,,just-in-time,trade_crafting,,"arriving or happening at the right moment, often referring to supply or logistics",,,,,1,1,1,ItemSparse,just-in-time:1,27.6931,1.0,False,
knick-nacks,knick-nack,knick-nacks,,knick-nack,knick-nack,compound,knick-nacks,,knick-nacks,trade_crafting,,small decorative items or trinkets,,decorative;trinket;ornament,utilitarian;practical,,1,1,1,ItemSparse,knick-nacks:1,27.6931,0.9,False,
