word_family_id,canonical_headword,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,related_words,opposites,raw_count_total,document_frequency_total,source_diversity,source_tables,confidence,needs_human_review
glimpse,glimpse,glimpse,,,light_holy,,a brief look or view of something,sight;view;vision,,7,7,3,ItemNameDescription;ItemSparse;JournalEncounterSection,0.8,False
gnoll,gnoll,gnolls,,,death_undead_crypt,,a type of monster or creature,monster;creature,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
graveyard,graveyard,graveyard,,,death_mourning,,a place where people are buried,cemetery;burial ground;tomb,,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
greenskin,greenskin,greenskin,,,void_old_gods_cosmic_horror,,a type of orc or troll,orc;troll;monster,,7,7,3,ItemNameDescription;JournalEncounter;JournalEncounterSection,0.7,True
haul,haul,haul,,,trade_crafting,,to carry or move something heavy,carry;move;transport,,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.7,True
heir,heir,heir,,,nobility_titles_power,,a person who inherits property or title,inherit;title;property,outsider;stranger,7,7,2,BroadcastText;ItemSparse,0.9,False
heroism,heroism,heroism,,,emotion_morality,,the quality of being a hero or having heroic qualities,bravery;courage;selflessness,,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
high-quality,high-quality,high-quality,,high-quality,trade_crafting,,of high standard or excellence,quality;excellent;superior,low-quality;inferior,7,7,1,ItemSparse,0.9,False
immortality,immortality,immortality,,,void_old_gods_cosmic_horror,,the state of being immortal or living forever,eternal;everlasting;infinite,,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
incinerat,incinerat,incinerating,,,corruption_defilement_curse,,to burn or destroy something completely,burning;destroying;annihilating,,7,6,3,BroadcastText;JournalEncounter;JournalEncounterSection,0.9,False
infect,infect,infect,,,corruption_defilement_curse,,to spread a disease or poison to someone or something,spread;contaminate;poison,,7,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
intention,intention,intention;intentions,intention,,emotion_morality;law_oath_crime,,the things that someone wants to do or achieve,plans;goals;purposes,accidents;mistakes,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
invade,invade,invade,,,war_conflict,,to attack or enter a place or country with force,attack;enter;occupy,,7,7,3,BroadcastText;JournalEncounter;JournalEncounterSection,0.9,False
jan-xi,jan-xi,jan-xi,,jan-xi,void_old_gods_cosmic_horror,,a type of ancient being or entity,qin-xi;ancient;being,modern;human,7,7,1,JournalEncounterSection,0.8,False
k'areshi,k'areshi,k'areshi,,,void_old_gods_cosmic_horror,,a type of ancient being or creature,ancient;being;creature,,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.7,True
ky'veza,ky'veza,ky'veza,,,void_old_gods_cosmic_horror,,a type of powerful being or creature,powerful;being;creature,,7,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
landslide,landslide,landslide,,,nature_druid_emerald,,a sudden movement of earth or rock down a slope,movement;slope;earthquake,,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
languish,languish,languish;languished,,,corruption_defilement_curse;nature_druid_emerald,,to become weak or ineffective,decay;decline;wither,flourish;thrive;prosper,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
lett,lett,letting,,,emotion_morality,,allowing or permitting something to happen,allow;permit,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
ley-guardian,ley-guardian,ley-guardian,,ley-guardian,war_conflict,,"Ley-Guardian, war and conflict",Eregos;magic,,7,6,2,JournalEncounter;JournalEncounterSection,1.0,False
liberate,liberate,liberated,,,war_conflict,,freed or released from captivity or control,free;released;emancipated,,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
lifeless,lifeless,lifeless,,,death_mourning,,lacking or showing no signs of life,dead;deceased;inanimate,,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
lizard,lizard,lizard,,,nature_druid_emerald,,a type of reptile or animal,reptile;animal;creature,,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.7,True
lookout,lookout,lookout,,,travel_places,,a place or position from which to observe something,place;position;viewpoint,,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
lore,lore,lore,,,ancient_ruins_memory,,knowledge or stories about a particular subject,knowledge;stories,,7,7,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
lush,lush,lush,,,nature_druid_emerald,,growing or thriving in a healthy and vigorous way,green;healthy;thriving,withered;barren,7,7,2,ItemSparse;JournalEncounter,0.8,False
marvel,marvel,marvel,,,emotion_morality,,to feel or express wonder or admiration at something,wonder;admiration;amaze,,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
mate,mate,mate,,,family_relationships,,"a partner or companion, especially in a romantic relationship",partner;companion;lover,,7,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
meadery,meadery,meadery,,,trade_crafting,,a place where mead is made or produced,place;production;manufacturing,,7,6,3,BroadcastText;ItemSparse;JournalEncounter,0.7,True
meddl,meddl,meddling,,,corruption_defilement_curse,,interfering with something in an unwanted way,interference;obstruction;hindrance,helpful;assistance;aid,7,7,3,BroadcastText;JournalEncounter;JournalEncounterSection,0.9,False
mega-mecha,mega-mecha,mega-mecha,,mega-mecha,dragons_draconic,,"a large, mechanical creature or robot",mecha;robot;machine,small;organic,7,7,1,ItemSparse,0.9,False
mourn,mourn,mourn;mourning,,,death_mourning;emotion_morality,,"to feel or express sadness, often in response to loss",grief;sorrow;bereavement,celebrate;rejoice,7,7,2,BroadcastText;ItemSparse,0.9,False
mournful,mournful,mournful,,,emotion_morality,,"showing or expressing sadness or sorrow, especially because of a loss or death",sorrowful;gloomy;melancholy,,7,7,3,BroadcastText;JournalEncounter;JournalEncounterSection,1.0,False
murderou,murderou,murderous,,,corruption_defilement_curse,,having or showing a desire to kill people,killing;slaughter;bloodlust,peaceful;non-violent;harmless,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
nation,nation,nation;nations,nation,,nobility_titles_power;war_conflict,,groups of people with a shared culture or identity,countries;states;societies,tribes;clans;families,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
nemesi,nemesi,nemesis,,,war_conflict,,a person or thing that is a great enemy,enemy;great,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
network,network,network,,,trade_crafting,,a system of connected things or people,system;connected,,7,7,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter,0.8,False
nightfallen,nightfallen,nightfallen,,,corruption_defilement_curse,,people who have been corrupted by the power of the night,darkness;shadow;evil,light;good;virtue,7,7,3,ItemNameDescription;ItemSparse;JournalEncounter,0.9,False
obedient,obedient,obedient,,,corruption_defilement_curse,,willing to follow orders without question,submission;compliance;loyalty,disobedient;rebellious;defiant,7,7,3,BroadcastText;JournalEncounter;JournalEncounterSection,0.9,False
olaf,olaf,olaf,,,corruption_defilement_curse,,a person or thing that is corrupted or tainted,tainted;corrupted;polluted,pure;clean;untainted,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
ook-ook,ook-ook,ook-ook,,ook-ook,family_relationships,,"Ook-Ook, family and relationships",hozen;raucous,,7,6,2,JournalEncounter;JournalEncounterSection,1.0,False
overgrown,overgrown,overgrown,,,nature_druid_emerald,,"covered or surrounded by vegetation, often in a way that is considered untidy or neglected",wild;uncontrolled;untamed,pruned;trimmed;manicured,7,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
panic,panic,panic,,,corruption_defilement_curse,,a state of extreme fear or anxiety,fear;anxiety;terror,calmness;serenity;peacefulness,7,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
percent,percent,percent,,,corruption_defilement_curse,,a measure of the degree to which something is corrupted or tainted,degree;extent;magnitude,purity;cleanliness;wholesomeness,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
perilou,perilou,perilous,,,war_conflict,,full of danger or risk,danger;risk,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
phalanx,phalanx,phalanx,,,corruption_defilement_curse,,a formation of soldiers who are closely packed together for protection,formation;array;deployment,scattered;dispersed;unorganized,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
pit,pit,pits,,,death_mourning,,a deep hole or pit in the ground,hole;pit,,7,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
pitt,pitt,pitted,,,corruption_defilement_curse,,"having been damaged or worn away, often in a way that is not repairable",damaged;worn;tired,new;fresh;unspoiled,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
plot,plot,plot,,,corruption_defilement_curse,,"a secret plan or scheme to achieve something, often in a way that is not honest",scheme;plan;plot,honesty;truthfulness;sincerity,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
plunder,plunder,plunder,,,corruption_defilement_curse,,"to take or seize something, often in a way that is not lawful",steal;take;seize,give;share;distribute,7,7,3,BroadcastText;JournalEncounter;JournalEncounterSection,0.9,False
present,present,presents,,,corruption_defilement_curse,,"gifts or offerings, often in a way that is not sincere",gift;offering;present,absence;lack;neglect,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
priscilla,priscilla,priscilla,,,corruption_defilement_curse,,"a person who is corrupted or tainted, often in a way that is not visible",tainted;corrupted;polluted,pure;clean;untainted,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
pupil,pupil,pupil;pupils,,,family_relationships,,people who are learning from someone,students;learners;disciples,teachers;instructors,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
puppet,puppet,puppets,,,corruption_defilement_curse,,people who are controlled or manipulated by others for their own gain,manipulation;exploitation;abuse,freedom;autonomy;self-determination,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
purest,purest,purest,,,corruption_defilement_curse,,"having the highest degree of purity or cleanliness, often in a way that is not achievable",purity;cleanliness;wholesomeness,impurity;taintedness;corruption,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
pyromaniac,pyromaniac,pyromaniac,,,corruption_defilement_curse,,"a person who has a desire to set fires or cause destruction, often in a way that is not controlled",fire;destruction;chaos,order;control;discipline,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
qin-xi,qin-xi,qin-xi,,qin-xi,void_old_gods_cosmic_horror,,a type of ancient being or entity,jan-xi;ancient;being,modern;human,7,7,1,JournalEncounterSection,0.8,False
regular,regular,regular,,,corruption_defilement_curse,,"following a regular or predictable pattern, often in a way that is not exciting",pattern;routine;habit,irregularity;unpredictability;chaos,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
relief,relief,relief,,,corruption_defilement_curse,,"a feeling of being free from a burden or difficulty, often in a way that is not lasting",freedom;release;liberation,burden;difficulty;obstacle,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
reliquary,reliquary,reliquary,,,ancient_ruins_memory,,a place where valuable or sacred things are kept,place;valuable;sacred,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
renown,renown,renown,,,corruption_defilement_curse,,"a state of being famous or well-known, often in a way that is not desirable",fame;reputation;celebrity,ignorance;oblivion; anonymity,7,7,3,ItemNameDescription;ItemSparse;JournalEncounter,0.9,False
reserv,reserv,reserved,,,corruption_defilement_curse,,"having or showing a tendency to be secretive or hidden, often in a way that is not honest",secretive;hidden;covert,openness;honesty;transparency,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
resurrect,resurrect,resurrect,,,light_holy,,bring back to life,rebirth;revival;regeneration,kill;destroy;exterminate,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
retrieve,retrieve,retrieve,,,war_conflict,,to get or bring something back,get;bring,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
rich,rich,riches,,,trade_crafting,,a large amount of money or valuable things,wealth;fortune;prosperity,poverty;destitution;beggary,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.7,True
robb,robb,robbed,,,law_oath_crime,,to take something from someone by force or without permission,take;force;permission,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
sanctuary,sanctuary,sanctuary,,,light_holy,,a place of safety or refuge,haven;shelter;asylum,danger;hazard;peril,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
sav,sav,saving,,,light_holy,,preserving or protecting something from harm,conservation;preservation;protection,destroying;damaging;harming,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.7,True
settle,settle,settle,,,war_conflict,,to come to an end or be resolved,resolve;conclude;terminate,continue;prolong;extend,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
shadra,shadra,shadra,,,death_undead_crypt,,a type of monster or creature,monster;creature,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
shred,shred,shreds,,,war_conflict,,to tear or pull something apart,tear;pull,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
singular,singular,singular,,,emotion_morality,,one and only one of its kind,one;kind,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
skorpyron,skorpyron,skorpyron,,,void_old_gods_cosmic_horror,,a powerful and terrifying being from the void,abomination;monstrosity;terror,beauty;harmony;serenity,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
smallest,smallest,smallest,,,nature_druid_emerald,,the smallest or least amount of something,little;small;tiny,largest;biggest;greatest,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
smart,smart,smart,,,emotion_morality,,having or showing intelligence or good judgment,intelligent;judgment,,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
soulbind,soulbind,soulbind,,,shadowlands_soul_afterlife,,to bind or tie a soul to something,soul;spirit;reanimated,free;unbound,7,7,1,JournalEncounterSection,0.9,False
soulflayer,soulflayer,soulflayer,,,void_old_gods_cosmic_horror,,a being that feeds on the souls of others,abomination;monstrosity;terror,angel;savior;redeemer,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
spring,spring,springs,,,nature_druid_emerald,,a source of water that flows from the ground,fountain;well;stream,desert;wasteland;barren,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
ste,ste,steed,,,dragons_draconic,,a horse or other animal used for riding,mount;beast;companion,foot;pedestrian;walker,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
strain,strain,strain,,,emotion_morality,,to feel or show a strong emotion,stress;tension;anxiety,relaxation;calmness;serenity,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
strategist,strategist,strategist,,,nobility_titles_power,,a person who plans and organizes military campaigns or other complex operations,general;commander;tactician,foolish;reckless,7,7,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter,0.9,False
strife,strife,strife,,,war_conflict,,a state of conflict or disagreement,war;fighting;violence,peace;harmony;cooperation,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
string,string,strings,,,goblin_engineering_alchemy,,a series of connected objects or ideas,threads;connections;links,disconnection;separation;isolation,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
stubborn,stubborn,stubborn,,,emotion_morality,,unwilling to change one's opinion or behavior,obstinate;inflexible;rigid,flexible;adaptable;yielding,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
subjugate,subjugate,subjugate,,,war_conflict,,to make someone or something subject to one's control,conquer;dominate;subdue,liberate;free;emancipate,7,7,3,BroadcastText;JournalEncounter;JournalEncounterSection,0.8,False
suddenly,suddenly,suddenly,,,emotion_morality,,"in a sudden or unexpected manner, often surprising or shocking",unexpectedly;suddenly;abruptly,gradually;slowly,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
sulfuron,sulfuron,sulfuron,,,forge_weapons_armor,,a type of powerful and magical hammer,hammer;mallet;club,sword;dagger;knife,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
tech,tech,tech,,,goblin_engineering_alchemy,,technology or machinery used for a specific purpose,machine;device;instrument,nature;organic;biological,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
technological,technological,technological,,,titan_order_machinery,,"relating to or characterized by the use of technology, often in a advanced or sophisticated manner",scientific;innovative;progressive,primitive;unsophisticated,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
teldrassil,teldrassil,teldrassil,,,ancient_ruins_memory,,a sacred and ancient tree in the night elf kingdom,tree;forest;woodland,desert;wasteland;barren,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
tempt,tempt,tempting,,,corruption_defilement_curse,,"attractive or appealing, but potentially corrupting",alluring;enticing;luring,repulsive;unappealing;discouraging,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
tenacity,tenacity,tenacity,,,nature_druid_emerald,,firmness of purpose or determination,perseverance;persistence;resilience,weakness;indifference;apathy,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
test,test,tests,,,war_conflict,,examinations or evaluations to assess performance or quality,assessments;evaluations;appraisals,trials;challenges;ordeals,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
tinkerer,tinkerer,tinkerer,,,goblin_engineering_alchemy,,"a person who repairs or makes things, especially with their hands",craftsman;artisan;maker,destroyer;demolisher;vandal,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
torchbearer,torchbearer,torchbearers,,,ritual_religion,,"people who carry or represent light, often symbolically",lightbringers;beacons;luminaries,darkness;shadow;obscuration,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
torn-out,torn-out,torn-out,,torn-out,death_mourning,,something that has been ripped or pulled out,tear;rip;pull,intact;whole,7,7,1,ItemSparse,0.7,True
tranquility,tranquility,tranquility,,,nature_druid_emerald,,"a state of peace or calmness, often in a natural setting",serenity;peacefulness;calmness,turmoil;chaos;disturbance,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
troubl,troubl,troubling,,,emotion_morality,,"causing worry or concern, often due to a problem or issue",disturbing;bothering;annoying,soothing;calming;reassuring,7,7,3,BroadcastText;JournalEncounter;JournalEncounterSection,0.8,False
turf,turf,turf,,,war_conflict,,"a specific area or territory, often associated with a particular group or activity",domain;realm;sphere,neutral;public;shared,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.7,True
two-hand,two-hand,two-handed,,two-handed,forge_weapons_armor,,"Two-Handed, forge and weapons",weapon;enchantment,,7,7,2,ItemSparse;JournalEncounterSection,1.0,False
two-pack,two-pack,two-pack,,two-pack,trade_crafting,,a package or container that holds two items,pack;container;item,single;one,7,7,1,ItemSparse,0.8,False
uldum,uldum,uldum,,,travel_places,,"a specific location or region, often associated with a particular culture or activity",place;location;site,unknown;unfamiliar;alien,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.6,True
unearth,unearth,unearthed,,,ancient_ruins_memory,,to discover or reveal something that was previously hidden or unknown,discovered;found;revealed,hidden;concealed;obscured,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
universe,universe,universe,,,void_old_gods_cosmic_horror,,"the totality of all existence, including space and time",cosmos;world;existence,nothingness;emptiness;void,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
untapp,untapp,untapped,,,elements_primalists,,"not yet used or exploited, often in a natural or creative sense",unexploited;unused;unutilized,tapped;used;exploited,7,7,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
vat,vat,vat,,,forge_weapons_armor,,"a container or vessel, often used for holding liquids or materials",container;vessel;tank,empty;vacant;unoccupied,7,3,3,BroadcastText;ItemSparse;JournalEncounterSection,0.7,True
viper,viper,viper,,,death_mourning,,"a type of snake, often associated with danger or venom",snake;serpent;reptile,harmless;benign;non-venomous,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
viq'goth,viq'goth,viq'goth,,,void_old_gods_cosmic_horror,,"a specific location or entity, often associated with a particular culture or activity",place;location;site,unknown;unfamiliar;alien,7,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
vyranoth,vyranoth,vyranoth,,,nobility_titles_power,,"a specific title or position, often associated with a particular culture or activity",title;position;office,unknown;unfamiliar;alien,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.6,True
war-band,war-band,war-band,,war-band,war_conflict,,"War-Band, war and conflict",Hackclaw;Brackenhide,,7,5,2,JournalEncounter;JournalEncounterSection,1.0,False
whisperer,whisperer,whisperer,,,ritual_religion,,"a person who whispers or speaks in a soft, quiet voice, often for spiritual or mystical purposes",murmurer;sigher;breather,shouter;crier;bellower,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
whitemane,whitemane,whitemane,,,light_holy,,a holy person or place,holy;sacred,dark_profane,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
widow,widow,widow,,,family_relationships,,"a woman whose husband has died, often in a way that is considered tragic or unfortunate",widower;bereaved;grieving,married;alive;thriving,7,7,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
wraith,wraith,wraith,,,death_undead_crypt,,a ghostly or spectral being,ghost;specter;apparition,living;corporeal,7,7,1,JournalEncounterSection,0.8,False
wreak,wreak,wreak,,,corruption_defilement_curse,,to cause harm or destruction,harm;destruction,healing,7,7,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
wreck,wreck,wreck,,,death_mourning,,a place where something has been destroyed or broken,destruction;ruin,preservation,7,7,3,BroadcastText;ItemSparse;JournalEncounterSection,0.7,True
zskarn,zskarn,zskarn,,,light_holy,,a holy person or place,holy;sacred,dark_profane,7,5,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
accidentally,accidentally,accidentally,,,emotion_morality,,"in a way that is not intended or planned, often causing harm or destruction",harm;destruction,intentionally,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
agile,agile,agile,,,light_holy,,quick and nimble,swift;speedy;nimble,slow;clumsy,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
aln,aln,aln,,,void_old_gods_cosmic_horror,,cosmic foundation or region,Rift;voice;terrifying,,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
apex,apex,apex,,,void_old_gods_cosmic_horror,,highest or most superior point,predator;craving;confidence,,6,6,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
apparent,apparent,apparent,,,light_holy,,clearly visible or obvious,obvious;visible;evident,hidden;invisible,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.7,True
augur,augur,augur,,,void_old_gods_cosmic_horror,,sign or omen of future events,stone;parchment;energy,,6,6,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
awoke,awoke,awoke,,,light_holy,,woke up or became conscious,woke;became;conscious,asleep;unconscious,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
banana,banana,bananas,,,light_holy,,a type of fruit,fruit;food;snack,vegetable;meat,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.4,True
bath,bath,bathed,,,light_holy,,washed or cleaned something,washed;cleaned;purified,dirty;unclean,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
batol,batol,batol,,,death_undead_crypt,,a place or location,place;location;site,alive;living,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
behest,behest,behest,,,light_holy,,a command or order given by someone,command;order;request,refusal;denial,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.7,True
bereft,bereft,bereft,,,corruption_defilement_curse,,deprived or bereaved of something,Archon;loyalty;compassion,,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
bleak,bleak,bleak,,,corruption_defilement_curse,,unpleasantly cold and unfriendly,cold;unfriendly;harsh,warm;friendly;gentle,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
bloate,bloate,bloated,,,corruption_defilement_curse,,swollen or inflated with gas or fluid,swollen;inflated;distended,shrunk;deflated,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
bloodhoof,bloodhoof,bloodhoof,,,death_undead_crypt,,a person or place,person;place;location,alive;living,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.5,True
brethren,brethren,brethren,,,light_holy,,brothers or fellow members of a group,brothers;fellow members;colleagues,enemies;adversaries,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.7,True
cabal,cabal,cabal,,,corruption_defilement_curse,,a secret or hidden group of people,secret;hidden;mysterious,open;transparent,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
cautiou,cautiou,cautious,,,light_holy,,careful or wary of danger,careful;wary;vigilant,reckless;rash,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
chance,chance,chances,,,light_holy,,opportunities or possibilities for success,opportunities;possibilities;chances,obstacles;hindrances,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
choos,choos,choosing,,,light_holy,,selecting or deciding on something,selecting;deciding;choosing,rejecting;refusing,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
confuse,confuse,confuse,,,corruption_defilement_curse,,to mix up or make unclear in one's mind,mix;unclear;confused,clarify;understand;clear,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
confusion,confusion,confusion,,,emotion_morality,,a state of being unsure or disoriented,disorientation;bewilderment;perplexity,clarity;certainty;understanding,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
contest,contest,contest,,,war_conflict,,a competition or struggle between people or groups,competitions;battles;wars,harmonies;cooperations;alliances,6,5,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
crystallize,crystallize,crystallize,,,elements_primalists,,to form or become crystalline in structure,forms;becomes;transforms,dissolves;melts;decomposes,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
decision,decision,decision,,,law_oath_crime,,a choice or conclusion made after consideration,choices;conclusions;judgments,indecisions;hesitations;doubts,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
deem,deem,deemed,,,law_oath_crime,,to consider or judge something to be true or valid,considers;judges;evaluates,disregards;ignores;dismisses,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
defiler,defiler,defiler,,,corruption_defilement_curse,,a person or thing that corrupts or pollutes something,corrupts;pollutes;taints,purifies;cleanses;sanitizes,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
demigod,demigod,demigod,,,void_old_gods_cosmic_horror,,a being of mixed divine and mortal ancestry or nature,beings;creatures;entities,mortals;humans;ordinary beings,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
demonstrate,demonstrate,demonstrate,,,war_conflict,,to show or prove something through action or example,shows;proves;demonstrates,conceals;hides;obscures,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
depot,depot,depot,,,trade_crafting,,a place or building where goods are stored or transported,places;buildings;facilities,warehouses;storage facilities;transportation hubs,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
depravity,depravity,depravity,,,corruption_defilement_curse,,the state of being depraved or morally corrupt,depraved;morally corrupt;evil,virtue;goodness;holiness,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
